Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
1994-07-01,2.15123582228176,2.44105831767959,-0.529300957326351,0.196081699058027,-0.0865187828504363,,,,,,,,,,,,,,,,,,,1994-07-01,1.97435795402018,1.08713985814799,0.401493513980528,,,2.53142329028787,2.94186263405009,-0.699048892212903,-1.03968306390959
1994-10-01,2.18378213516743,2.53535826720143,-0.600305830079187,0.203808524355622,0.703975888453035,,,,,,,,,,,,,,,,,,,1994-10-01,1.94038341051263,1.09029296102957,0.401301839216329,,,2.57050463046241,2.96795614449653,-0.688620949605393,-0.881299812795078
1995-01-01,2.09403493310205,2.4655980511877,-0.613449034843954,0.181881835310719,1.56805257353615,,,,,,,,,,,,,,,,,,,1995-01-01,1.94705938761077,1.09425596438782,0.40162771261773,,,2.61847123855849,3.00014414697976,-0.676000127348814,-1.08691548484262
1995-04-01,2.04373956108804,2.43407701266892,-0.629131017055228,-0.03905403574106,1.77763903610872,,,,,,,,,,,,,,,,,,,1995-04-01,1.95289202997798,1.09887230343225,0.402652048724547,,,2.67136359907239,3.03618519905036,-0.662684603222344,-1.38358912133788
1995-07-01,2.09566293382357,2.53493048352268,-0.687955280300638,-0.324278376583493,1.62785605816783,,,,,,,,,,,,,,,,,,,1995-07-01,1.91865700713858,1.10355252191966,0.404201047478834,,,2.72030445580802,3.06855498484371,-0.649289149371475,-1.48689617597097
1995-10-01,2.1689432535161,2.56710963337425,-0.650011025334184,-0.338412728170056,1.59223401458505,,,,,,,,,,,,,,,,,,,1995-10-01,1.89794338287833,1.10845940454969,0.406216328190877,,,2.76885221901058,3.1004722537553,-0.635789878293228,-1.60634353464081
1996-01-01,2.17440158243556,2.62197457378336,-0.704800126643029,-0.563038264117949,1.43914781841108,,,,,,,,,,,,,,,,,,,1996-01-01,1.87649237995947,1.11330162315918,0.408521927000617,,,2.81419663268048,3.13087415734488,-0.623829927481804,-1.62277232205236
1996-04-01,2.45138117601083,2.83749646680275,-0.664486063286814,-0.361747396244709,1.07024235235642,,,,,,,,,,,,,,,,,,,1996-04-01,1.81649343565406,1.11713252834904,0.410421809335413,,,2.84538959478576,3.14946397270351,-0.613050522657827,-1.28329901050472
1996-07-01,2.47364964104817,2.85754743407349,-0.664235652814844,-0.25906935415253,1.15088145786089,,,,,,,,,,,,,,,,,,,1996-07-01,1.80046345996945,1.12108385688305,0.412407565943511,,,2.87637612613478,3.16779918932886,-0.602197972611248,-1.19485501692873
1996-10-01,2.6324970743631,2.9168722956808,-0.570533108637467,-6.31503307886305e-05,0.769092257856627,,,,,,,,,,,,,,,,,,,1996-10-01,1.78475604871882,1.1249408239799,0.414402519445548,,,2.90378559441427,3.18283130791821,-0.591295339282137,-1.12463208514691
1997-01-01,2.54008254569111,2.91440436032349,-0.660237586735475,-0.249273321459668,1.11040434835727,,,,,,,,,,,,,,,,,,,1997-01-01,1.78284102611039,1.12898252326278,0.416598686604823,,,2.93120274762181,3.1990768278649,-0.581717462344878,-1.13807624663389
1997-04-01,2.85554381834098,3.1033131211229,-0.552217847802984,0.111969888996555,0.832839604124201,,,,,,,,,,,,,,,,,,,1997-04-01,1.75864929213318,1.13180605777889,0.418033426429699,,,2.94378423360525,3.20362840544362,-0.574134083541684,-0.768096967135875
1997-07-01,2.82484875768224,3.19449375236594,-0.683038757100674,-0.0439986265481593,1.57313394262451,,,,,,,,,,,,,,,,,,,1997-07-01,1.75171065026882,1.13424542686298,0.419114989882196,,,2.95085420081537,3.20364605472227,-0.567083497081387,-0.525525717639425
1997-10-01,2.8366347827469,3.20628938686194,-0.684205569695134,-0.037709509421461,1.54801779611741,,,,,,,,,,,,,,,,,,,1997-10-01,1.75000455052186,1.13671308145037,0.420185963754969,,,2.95628574580864,3.20272299086353,-0.560638331641048,-0.483968202867231
1998-01-01,2.90795094724461,3.26901743445048,-0.681771347696001,-0.0949513225176588,1.72492210785482,,,,,,,,,,,,,,,,,,,1998-01-01,1.74953427137838,1.13880467650335,0.420981495656681,,,2.95596985359736,3.19762113431194,-0.55535185293322,-0.435302408647431
1998-04-01,2.99661407504336,3.31060965383263,-0.638780817307945,-0.0766046657663537,1.6214296315404,,,,,,,,,,,,,,,,,,,1998-04-01,1.75159739726307,1.14043664623923,0.421397076693156,,,2.94978069871727,3.18892916535009,-0.551996318806622,-0.383349073131626
1998-07-01,3.20933034133516,3.4118711930567,-0.537260288653362,0.125299609799981,1.4056888937977,,,,,,,,,,,,,,,,,,,1998-07-01,1.76132627764432,1.14100112854827,0.420970205563618,,,2.93183172135429,3.17224207731729,-0.551621132059091,-0.16873059731779
1998-10-01,3.41276927185866,3.57409924296093,-0.511964686907752,0.265469819398163,0.490470681724442,,,,,,,,,,,,,,,,,,,1998-10-01,1.78916848098413,1.14028493418852,0.419495019409467,,,2.89935305210703,3.14417341818342,-0.553277484355672,0.18094703055624
1999-01-01,3.38462587650653,3.58039736754485,-0.547024080320012,0.218173930378725,0.427077332065831,,,,,,,,,,,,,,,,,,,1999-01-01,1.80080129274046,1.13942928468206,0.417812902278202,,,2.86370599909837,3.11406465948993,-0.555861978194105,0.284570823041122
1999-04-01,3.43240670810798,3.56923638500063,-0.486987325134242,0.315642293046267,0.303840489630098,,,,,,,,,,,,,,,,,,,1999-04-01,1.80611164005647,1.13835216956225,0.415975289809498,,,2.82373785814657,3.08194935514566,-0.560564163449705,0.358772444386773
1999-07-01,3.52188199057475,3.66757717011784,-0.505500487487917,0.302596329378275,0.59963742504318,,,,,,,,,,,,,,,,,,,1999-07-01,1.83327885114025,1.13638156101482,0.413553595916373,,,2.77133793748918,3.0414830972333,-0.568527909894635,0.66777329203137
1999-10-01,3.73250632383072,3.79866637519384,-0.438825781764743,0.611108414402906,0.302226167436061,,,,,,,,,,,,,,,,,,,1999-10-01,1.88249134721046,1.13361308453849,0.410657758163192,,,2.70521311878331,2.98998487429954,-0.578102305507946,1.06959082800245
2000-01-01,3.6233803815038,3.66506944156993,-0.401248348908821,0.64018632039415,0.681760153382205,,,,,,,,,,,,,,,,,,,2000-01-01,1.8671443800251,1.13138403523928,0.408261820146889,,,2.64147711975101,2.94273937068627,-0.589957811071792,1.03484464975168
2000-04-01,3.75368795957689,3.8863911517359,-0.513975105545757,0.412261539419774,1.18711884811785,,,,,,,,,,,,,,,,,,,2000-04-01,1.93862388681231,1.12841462233905,0.405721818899829,,,2.55900749386555,2.87993530930588,-0.603462023382482,1.40817077058284
2000-07-01,3.60505094567716,3.70377783174601,-0.46208363672388,0.381919746837866,1.39652993314304,,,,,,,,,,,,,,,,,,,2000-07-01,1.90991977865194,1.12655985458159,0.404113953693169,,,2.48450311134969,2.82414022422898,-0.616697579755686,1.12867395882745
2000-10-01,3.6198496029018,3.69471793813413,-0.437336270830504,0.132973849415293,1.38074987503171,,,,,,,,,,,,,,,,,,,2000-10-01,1.91438107857636,1.12519386637723,0.403118081188385,,,2.40747979605549,2.76558776272383,-0.62942418183153,0.845421118855256
2001-01-01,3.48760166617741,3.49039827218181,-0.3452198917105,-0.108481754995751,0.325671880712457,,,,,,,,,,,,,,,,,,,2001-01-01,1.87106847561232,1.12479814572383,0.402804331905458,,,2.34002153391307,2.71532018802919,-0.641683401077357,0.223354281571346
2001-04-01,3.46649372636781,3.51818206340119,-0.396837333772096,-0.573681028448959,-0.915698886788674,,,,,,,,,,,,,,,,,,,2001-04-01,1.8811200799867,1.12476223836615,0.402891329774929,,,2.26919460494762,2.66101542925253,-0.652878037707011,-0.103233486924751
2001-07-01,3.12867715657818,3.28888587852087,-0.482862763405861,-1.08841151497757,-1.17722038186767,,,,,,,,,,,,,,,,,,,2001-07-01,1.83301098160302,1.12563257624521,0.403326904769754,,,2.21280409316583,2.61823179666696,-0.662287656045884,-0.687669206701344
2001-10-01,3.15493712496562,3.19147492561255,-0.349635402999854,-0.982116109580943,-2.48959388123727,,,,,,,,,,,,,,,,,,,2001-10-01,1.81616013270195,1.12685354327434,0.403890097538207,,,2.15908387299822,2.57785146182297,-0.671666054496953,-0.944909698175479
2002-01-01,3.10721421441333,3.18319946935444,-0.388270998961075,-0.995764131078545,-2.8582470123295,,,,,,,,,,,,,,,,,,,2002-01-01,1.81858235091693,1.12832241090416,0.404551530264142,,,2.10418953777328,2.53593820714195,-0.680535262050073,-0.872128852903074
2002-04-01,3.12141332183886,3.07141137132317,-0.251316893785183,-0.460952852152104,-3.05193142474157,,,,,,,,,,,,,,,,,,,2002-04-01,1.80769654192279,1.1301919457279,0.405168495814812,,,2.05517972392619,2.49765341082804,-0.687504374175303,-0.818550266593547
2002-07-01,2.96858253424148,2.93619788664118,-0.255669164436027,-0.285282863054363,-2.93139809561456,,,,,,,,,,,,,,,,,,,2002-07-01,1.7889963923993,1.13245720521564,0.405563199928061,,,2.01573574075534,2.46568648878297,-0.69184534089954,-0.871907976987472
2002-10-01,2.67970669751595,2.77393421744851,-0.366362558687769,-0.442181250758154,-3.02378911349942,,,,,,,,,,,,,,,,,,,2002-10-01,1.7708661027531,1.13507299798057,0.405668005094001,,,1.98800344188014,2.44260759846565,-0.694234609712708,-1.01937447953947
2003-01-01,2.51582493628283,2.70356230207836,-0.452968612890474,-0.500635146334844,-2.88530750190714,,,,,,,,,,,,,,,,,,,2003-01-01,1.76693931815562,1.13787886408948,0.405648761143672,,,1.9642952898602,2.42293581474681,-0.69634109027854,-0.957841866680496
2003-04-01,2.48407502334272,2.6882626717446,-0.467917935067547,-0.253653695520939,-2.72091517095242,,,,,,,,,,,,,,,,,,,2003-04-01,1.76598262800223,1.14075998916258,0.405644339467834,,,1.93856006680346,2.40274125526216,-0.699900579533858,-0.616206696153085
2003-07-01,2.71612289478531,2.79759272259112,-0.355925869046723,0.498184973321372,-3.26895359653576,,,,,,,,,,,,,,,,,,,2003-07-01,1.7739896017162,1.1435940834228,0.405739253296307,,,1.90198139152669,2.37371643937089,-0.704606977956607,0.0539920625996047
2003-10-01,2.7228812862394,2.78172826615858,-0.331746648828361,1.05701661714136,-3.38632420765024,,,,,,,,,,,,,,,,,,,2003-10-01,1.77803593118841,1.14659902148293,0.405861441611777,,,1.86538398640686,2.34384954272166,-0.708407413671337,0.512470357098664
2004-01-01,2.62978980241473,2.66777762628202,-0.299708438275481,1.4570776300676,-3.38251406111708,,,,,,,,,,,,,,,,,,,2004-01-01,1.77181857349017,1.14986343017096,0.405955000754188,,,1.8351815337331,2.31890901269025,-0.711222561597838,0.690959338418565
2004-04-01,2.59267355708658,2.63125806656359,-0.29672239588222,1.71989735572481,-3.39852761374407,,,,,,,,,,,,,,,,,,,2004-04-01,1.7712652515353,1.15327832343556,0.406059718459422,,,1.80551457094406,2.29451266008348,-0.714099783241779,0.918236409528845
2004-07-01,2.45526495256036,2.64366453201761,-0.447754594205269,1.6591405139817,-2.7806070553711,,,,,,,,,,,,,,,,,,,2004-07-01,1.77337602223645,1.15678274395594,0.406200187984461,,,1.7737147405325,2.26872532113322,-0.717582424340908,1.24594935829077
2004-10-01,2.51039076049266,2.6502331856134,-0.399841853420309,2.08017618015003,-2.31197299439464,,,,,,,,,,,,,,,,,,,2004-10-01,1.77840718430229,1.16034842581024,0.40636857343663,,,1.73828220202125,2.2404223269296,-0.721935321539878,1.61832565128952
2005-01-01,2.63523162369619,2.6784103168044,-0.305942420806248,2.58779195459658,-2.01044169719039,,,,,,,,,,,,,,,,,,,2005-01-01,1.78914242220802,1.16396147546131,0.406563958181811,,,1.69812232689557,2.20797300670722,-0.726462456677574,1.9622820646232
2005-04-01,2.458931758581,2.61376134471807,-0.411250967858215,2.46450695292117,-1.32973255598723,,,,,,,,,,,,,,,,,,,2005-04-01,1.78735506522467,1.16771921915448,0.406785704311541,,,1.66044582733933,2.17803776626631,-0.731266938213155,2.03968651382661
2005-07-01,2.38252091023253,2.64699939454244,-0.524160663608819,2.24244627036046,-0.637879632437305,,,,,,,,,,,,,,,,,,,2005-07-01,1.79499507439953,1.17148437292875,0.40697781419712,,,1.61804418165282,2.14481608183866,-0.737187707411014,2.17556840530733
2005-10-01,2.42856261804347,2.62217894278202,-0.450863509523426,2.3881338320831,-0.187779273059774,,,,,,,,,,,,,,,,,,,2005-10-01,1.8005559382855,1.17526689105142,0.407077552970298,,,1.57173313674282,2.11010918954862,-0.745386962604428,2.26273520403845
2006-01-01,2.60284264030756,2.77782997424661,-0.447504563418387,2.44652624633636,0.148222165246553,,,,,,,,,,,,,,,,,,,2006-01-01,1.83902744246762,1.1789540218344,0.407083216975944,,,1.51099874656246,2.06365736783863,-0.755112404874109,2.56645018727397
2006-04-01,2.64351727488291,2.67730191873847,-0.296439632871653,2.69470511820612,0.289661185509803,,,,,,,,,,,,,,,,,,,2006-04-01,1.83941343777171,1.18274377451916,0.407094418533106,,,1.45254080706963,2.01939147504491,-0.764961774528046,2.41417955178849
2006-07-01,2.44854912852457,2.63981226678049,-0.450240228991536,2.03371288152607,0.859647482921812,,,,,,,,,,,,,,,,,,,2006-07-01,1.83777966357003,1.18662298552496,0.40705180871934,,,1.39242484384795,1.97537704035913,-0.776745295155294,2.18499588200768
2006-10-01,2.45178581326842,2.7503855796845,-0.568424581154367,1.53878054751772,0.870316915621164,,,,,,,,,,,,,,,,,,,2006-10-01,1.86882055089049,1.19059678280859,0.407084392666437,,,1.32036899231193,1.92251838515966,-0.790756826997439,2.21124381693846
2007-01-01,2.52135447893359,2.69842982177739,-0.441803071247918,1.59754338900518,0.876320521847902,,,,,,,,,,,,,,,,,,,2007-01-01,1.8770435441024,1.19480121058477,0.407328256038195,,,1.24484364772865,1.8684203634566,-0.806876898126638,2.08344470098973
2007-04-01,2.41568022541165,2.76330977656012,-0.618722285938897,0.957513171782125,1.10322335998456,,,,,,,,,,,,,,,,,,,2007-04-01,1.90406892616963,1.19946445364706,0.408101286830158,,,1.159525323933,1.80796662396269,-0.825810707056494,2.09327991312512
2007-07-01,2.43918151188763,2.78757751418883,-0.621869507939951,0.762610837742614,0.891044052337735,,,,,,,,,,,,,,,,,,,2007-07-01,1.9345116505517,1.20484581273355,0.409786773094577,,,1.06595583282919,1.7421829031383,-0.847142807561275,2.11030834244639
2007-10-01,2.55689800238976,2.79702409148333,-0.514526345144062,0.840361829419521,0.0923162643777427,,,,,,,,,,,,,,,,,,,2007-10-01,1.96716360622727,1.21115838896704,0.412725433194782,,,0.96618802366345,1.67127573484475,-0.869047146128165,2.05533228391982
2008-01-01,2.19071853533603,2.62478903255868,-0.691573743192424,0.0939033632265591,-1.02655372043103,,,,,,,,,,,,,,,,,,,2008-01-01,1.93669595908105,1.21808024056554,0.416400774452764,,,0.874274497940304,1.60783141380646,-0.891292186355208,1.62854708365319
2008-04-01,2.06124645788056,2.66895162937192,-0.869540960720335,-0.511120898063382,-2.02712732994614,,,,,,,,,,,,,,,,,,,2008-04-01,1.96471178976688,1.22595254221361,0.421167042694589,,,0.778604677261857,1.53972833454054,-0.912177718819513,1.48126332475977
2008-07-01,1.74229547126503,2.41952824769731,-0.914599044642511,-0.779786731866579,-1.70205258496921,,,,,,,,,,,,,,,,,,,2008-07-01,1.91422882360725,1.23337608252035,0.425319346983429,,,0.703780852601856,1.48448194380813,-0.926335240988386,0.830328433878663
2008-10-01,0.780093799842714,1.90810498586104,-1.31520460286652,-2.280391109471,-1.93779073543988,,,,,,,,,,,,,,,,,,,2008-10-01,1.81554967694315,1.23872525203723,0.4265397838952,,,0.670384273874878,1.46093033277855,-0.933869692978545,-0.521799431229624
2009-01-01,0.529084472376713,1.63536442312922,-1.26671632947692,-2.72969783006511,-2.051889284965,,,,,,,,,,,,,,,,,,,2009-01-01,1.81467962863311,1.24303881899635,0.425885359424284,,,0.656705933065993,1.45279396079999,-0.938613448250027,-1.43813649937226
2009-04-01,0.698232982323998,1.50155083169597,-0.950626531461907,-2.16067877064461,-1.99583185203822,,,,,,,,,,,,,,,,,,,2009-04-01,1.83504580505761,1.24717723830725,0.42462131252763,,,0.650070024829559,1.45035208452926,-0.942567921509041,-1.72708448394121
2009-07-01,0.667723407688738,1.46154351759951,-0.937203900089546,-1.98667564948767,-2.14035839709798,,,,,,,,,,,,,,,,,,,2009-07-01,1.84980975436997,1.25154729029866,0.423407387662549,,,0.645200747635414,1.45003974354771,-0.947094215709802,-1.58684254626473
2009-10-01,0.942599614901233,1.51241406976855,-0.718188867966766,-1.07809551374191,-2.69860227716733,,,,,,,,,,,,,,,,,,,2009-10-01,1.85041768751439,1.25651578275295,0.422767184635456,,,0.635117071656127,1.44518511453578,-0.951847002408985,-1.1048421240389
2010-01-01,0.753800633029184,1.45234946307416,-0.841030643396456,-0.948026070637184,-2.37612538158362,,,,,,,,,,,,,,,,,,,2010-01-01,1.86523083767495,1.26157259455879,0.422146450371631,,,0.62957403121754,1.44451002754706,-0.956648726882445,-0.751961476269116
2010-04-01,0.731508619843642,1.49951642975616,-0.915116908303864,-0.681066413194912,-2.35616263264843,,,,,,,,,,,,,,,,,,,2010-04-01,1.86953262538223,1.26706629959677,0.421887754995206,,,0.620986709017731,1.44145752829326,-0.961884086345315,-0.245693535798637
2010-07-01,0.629859136363107,1.49965673103022,-1.01692045722505,-0.48069490141711,-2.08328775672756,,,,,,,,,,,,,,,,,,,2010-07-01,1.87701206876333,1.27271364176137,0.421756350712804,,,0.613850070729485,1.43914247249376,-0.966478551768433,0.164321266336174
2010-10-01,0.604556237308061,1.44765981537703,-0.98512531653844,-0.0654986346919486,-2.04997052853872,,,,,,,,,,,,,,,,,,,2010-10-01,1.89045017784224,1.27824407645325,0.421482666124949,,,0.612434587228905,1.44012548706703,-0.968973487857036,0.368329413107404
2011-01-01,0.423831447711344,1.26833888829778,-0.968937014420795,0.09052840588663,-1.86410659660373,,,,,,,,,,,,,,,,,,,2011-01-01,1.92898081980925,1.28336214005802,0.420698461625712,,,0.624482661620359,1.45215234065402,-0.970132153816441,0.250902359846123
2011-04-01,0.565718847619301,1.3064952334512,-0.868949263455425,0.485069342647307,-2.22223516651193,,,,,,,,,,,,,,,,,,,2011-04-01,1.9350683429426,1.28873338766022,0.420164869854651,,,0.635066206403122,1.46212895823261,-0.970503976286407,0.413594790647721
2011-07-01,0.394060443761796,1.18848967382729,-0.911025247884787,0.518617151016088,-2.07707968455571,,,,,,,,,,,,,,,,,,,2011-07-01,1.96960638923168,1.29397985305199,0.419579561203068,,,0.654241627799733,1.48005190818115,-0.971009824357291,0.421142631990506
2011-10-01,0.520140854013171,1.32353134245863,-0.933234682625743,0.746127868572785,-2.258965046449,,,,,,,,,,,,,,,,,,,2011-10-01,1.95209222733412,1.29976866519886,0.419580466846346,,,0.664524589856582,1.49090183585883,-0.972641215179872,0.872400753903207
2012-01-01,0.714659911173977,1.33236917226839,-0.748420484904551,1.546553339723,-2.50489778253121,,,,,,,,,,,,,,,,,,,2012-01-01,1.94993739066494,1.30568855733581,0.419827696697134,,,0.674266768079638,1.50075400706196,-0.973717749102171,1.23125386241361
2012-04-01,0.58004471409713,1.30696236658163,-0.855136357904432,1.56788346580424,-2.16325931161985,,,,,,,,,,,,,,,,,,,2012-04-01,1.96221815789976,1.31152958990759,0.420077855038578,,,0.688950263176831,1.51374205826462,-0.973296489647613,1.38319706724337
2012-07-01,0.423679670426304,1.24486259662742,-0.943309373485698,1.49987608008848,-2.08252272446792,,,,,,,,,,,,,,,,,,,2012-07-01,1.98552436485215,1.31722651336958,0.420266441569558,,,0.711161958395983,1.53215045477395,-0.971299134880507,1.36340451330204
2012-10-01,0.400305187681613,1.1764973496414,-0.891611680499979,1.67468396644153,-2.03204096025405,,,,,,,,,,,,,,,,,,,2012-10-01,2.01207479752977,1.32294551589304,0.420515588468682,,,0.738964126643238,1.55544431032785,-0.969076050958637,1.32542789041224
2013-01-01,0.478371957256756,1.27574703798323,-0.922531426338288,1.78257065124012,-2.03413898315221,,,,,,,,,,,,,,,,,,,2013-01-01,2.00415739338337,1.32888885335123,0.421025810202474,,,0.76242590882075,1.57444654224232,-0.966480702480172,1.56073184773504
2013-04-01,0.338647533813643,1.20418206015058,-0.983670035660164,1.77696319118559,-1.94396746636636,,,,,,,,,,,,,,,,,,,2013-04-01,2.02829149066214,1.3347929930969,0.421645777972519,,,0.792819731006022,1.5993671679279,-0.96345232799323,1.58215328615358
2013-07-01,0.497612249582942,1.27430162363645,-0.901703918217102,2.13598856668148,-2.16582912328535,,,,,,,,,,,,,,,,,,,2013-07-01,2.02434089315004,1.34092988633303,0.422483393428886,,,0.819397040226222,1.62096770352883,-0.960594661076612,1.81195944399747
2013-10-01,0.609537168201529,1.30644793744291,-0.825079006920324,2.54161886437214,-2.27750147311639,,,,,,,,,,,,,,,,,,,2013-10-01,2.02741147675205,1.34705062432813,0.42343434020736,,,0.846730474642933,1.64171590040879,-0.956044912098492,1.9735811597983
2014-01-01,0.319125100330793,1.14898496630842,-0.942580299781965,2.27973393270179,-1.94588317351337,,,,,,,,,,,,,,,,,,,2014-01-01,2.07814229011037,1.35315367461208,0.424573662249186,,,0.886458962682083,1.67385673154563,-0.951610410837736,1.79842859848975
2014-04-01,0.64042364195011,1.33901625293439,-0.829955942383441,2.71141296077883,-2.37073172753651,,,,,,,,,,,,,,,,,,,2014-04-01,2.05582490819049,1.35962257008658,0.425860973010255,,,0.912082764241185,1.69524627227245,-0.949474557191193,2.24297691382435
2014-07-01,0.738388636220609,1.4568593096378,-0.86139492237571,2.99638368756052,-2.33552113642568,,,,,,,,,,,,,,,,,,,2014-07-01,2.04597636677373,1.366137921127,0.42716912868325,,,0.93117015159271,1.71096427341909,-0.947647175416079,2.70695379829294
2014-10-01,0.627170109667406,1.42994653527256,-0.943060414081346,3.03378807885565,-2.22479802646046,,,,,,,,,,,,,,,,,,,2014-10-01,2.0618128708902,1.3726728085896,0.428584074296562,,,0.953661488807811,1.72977497521109,-0.945811951837638,2.88400317948822
2015-01-01,0.658682817615697,1.50225852243244,-0.990953814452856,3.10137559265138,-2.1295353476546,,,,,,,,,,,,,,,,,,,2015-01-01,2.06648534924575,1.37930373101368,0.430048310108685,,,0.972742702794076,1.74566344032183,-0.944177930649841,3.12469957973201
2015-04-01,0.840314266603765,1.49590739324108,-0.802348162814174,3.68938418563755,-2.34478667012874,,,,,,,,,,,,,,,,,,,2015-04-01,2.07857579359063,1.38597115801345,0.431587433201107,,,0.992823971263291,1.76175610732204,-0.941768089964061,3.23185333873005
2015-07-01,0.777484476854008,1.47407613456565,-0.841204952246479,3.65286660183449,-2.13151790738115,,,,,,,,,,,,,,,,,,,2015-07-01,2.09745887774177,1.39266913675807,0.433260398815107,,,1.01714687381514,1.78058484519549,-0.938121106548534,3.18140875884626
2015-10-01,0.681937423465858,1.4334457022614,-0.892135550806779,3.49842546858747,-2.06769603738938,,,,,,,,,,,,,,,,,,,2015-10-01,2.12164168085795,1.39947352553879,0.435148135145636,,,1.04644027867251,1.80338906940444,-0.933869119702284,3.04933544722007
2016-01-01,0.887002288142149,1.47064650895063,-0.727921054120202,3.88934589410269,-2.09968818031182,,,,,,,,,,,,,,,,,,,2016-01-01,2.13511478897327,1.40639857704271,0.437160044391412,,,1.07404818683734,1.82423546835823,-0.929152733101393,3.05936705684348
2016-04-01,0.99335104941218,1.43946916326585,-0.587336313646674,4.21809388586541,-2.19605085852939,,,,,,,,,,,,,,,,,,,2016-04-01,2.15787616232495,1.41348913306124,0.439427960485754,,,1.10447651435558,1.84721527919375,-0.923958636034319,2.98592621199828
2016-07-01,1.03115549520263,1.49621282944433,-0.611842335041534,4.18041252523312,-2.23556044090057,,,,,,,,,,,,,,,,,,,2016-07-01,2.17396793685151,1.42076756553789,0.441889218962479,,,1.13294289460669,1.86821625058777,-0.918553514017578,3.01053976288665
2016-10-01,0.9859128417846,1.52519471626888,-0.688910124718291,4.03749678729298,-2.12346042463719,,,,,,,,,,,,,,,,,,,2016-10-01,2.1936400546699,1.42823002150187,0.444628528714057,,,1.16195563447754,1.88921638873716,-0.912601117391538,3.00725957865018
2017-01-01,1.01840499008458,1.53140710884352,-0.663239831785341,4.10861397713541,-1.92061829870185,,,,,,,,,,,,,,,,,,,2017-01-01,2.21604557666162,1.43591805241557,0.44772088862283,,,1.19191395643415,1.91083137603259,-0.906378307207232,2.97922865674445
2017-04-01,0.948894698261125,1.57180551840754,-0.777111793254182,3.84731517030605,-1.50994012704126,,,,,,,,,,,,,,,,,,,2017-04-01,2.23656826849885,1.44385135492162,0.451142848733156,,,1.22044800588947,1.93179755958203,-0.900867315302506,3.01247428811075
2017-07-01,0.994301785057977,1.67065811218631,-0.840255170600082,3.75672590321062,-1.37627865557375,,,,,,,,,,,,,,,,,,,2017-07-01,2.25077698814964,1.45197043746384,0.454712667127871,,,1.24236634357415,1.94810693384818,-0.896858372594661,3.20421217468709
2017-10-01,1.19943411282068,1.77595082775907,-0.750745232795649,4.08258688484852,-1.55833803525219,,,,,,,,,,,,,,,,,,,2017-10-01,2.26615727398046,1.46020337235577,0.458348376585123,,,1.25634866862828,1.95817088122546,-0.893927312025888,3.46296818797941
2018-01-01,1.32264570688246,1.80943893509473,-0.664307075379168,4.35749716872863,-1.31696065779877,,,,,,,,,,,,,,,,,,,2018-01-01,2.28748213619536,1.46863922770408,0.462273453254629,,,1.26720318445623,1.96601016406046,-0.891681146851731,3.59042063763081
2018-04-01,1.36270285538933,1.86863637346183,-0.689254891994326,4.31214321784876,-0.908187003994664,,,,,,,,,,,,,,,,,,,2018-04-01,2.31074374249555,1.47730910399669,0.466514295921036,,,1.27367060749748,1.97065939433866,-0.890319063845708,3.6830710177419
2018-07-01,1.32123798811886,1.94973634768163,-0.819775994483335,3.98651097161871,-0.679531905249532,,,,,,,,,,,,,,,,,,,2018-07-01,2.33537547848751,1.48616691053747,0.47110516663922,,,1.27574423843518,1.97149611982618,-0.889164244813286,3.72804811864603
2018-10-01,1.2726773110804,1.91339878282246,-0.828434233148671,3.81177587246441,-0.478444785341913,,,,,,,,,,,,,,,,,,,2018-10-01,2.35770292084935,1.49536869095902,0.476382331700515,,,1.27976690822753,1.97449408465295,-0.888433653265812,3.5513702698621
2019-01-01,1.27318159556145,1.9796624195083,-0.900694336966149,3.46797126025092,-0.341381603417939,,,,,,,,,,,,,,,,,,,2019-01-01,2.38242709009858,1.50484014389638,0.482130336150795,,,1.27824097113426,1.97385005477752,-0.889252378345445,3.50394513470519
2019-04-01,1.4505726937753,2.04035771542214,-0.789953007775804,3.60818831608503,-0.57318350839446,,,,,,,,,,,,,,,,,,,2019-04-01,2.41021507175855,1.51459280605952,0.488342795388223,,,1.26951433779201,1.96839352213683,-0.891987169409053,3.5480124889707
2019-07-01,1.50111988781144,2.15143219042327,-0.861377178929832,3.39705619096048,-0.815799459038579,,,,,,,,,,,,,,,,,,,2019-07-01,2.44376506623634,1.52459809263032,0.495058619721605,,,1.25237374325529,1.95623637428922,-0.89577794689936,3.66267002420352
2019-10-01,1.42778893545801,2.15607497388302,-0.939806392039049,3.1330867944597,-1.35879542658085,,,,,,,,,,,,,,,,,,,2019-10-01,2.46809763587007,1.53482622029338,0.502615600907347,,,1.23563528917947,1.94379994230261,-0.898859900798279,3.56023661374013
2020-01-01,1.36108005691887,2.05731709610822,-0.898068814492278,3.02430078913841,-1.7264052608975,,,,,,,,,,,,,,,,,,,2020-01-01,2.548785127233,1.5443039907182,0.509233233186883,,,1.2255086883677,1.93650639741922,-0.900977428179872,3.22939019738528
2020-04-01,1.32196010965009,2.02901288847117,-0.906107787972244,-2.67643618974543,-2.91006330084943,,,,,,,,,,,,,,,,,,,2020-04-01,2.60535970713337,1.55405536168039,0.516171266997297,,,1.21793735974808,1.93166505349665,-0.903232455933924,-2.40809388150589
